original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short_desc,start_dt,end_dt,days_remaining,amt,tot_payments,orig_vendor,exempt_status,adv_or_exempt,profit_status
MPXX19000108,MPXX19000108,CITY COUNCIL,"Deaf Hearing Communication Centre, Inc",Miscellaneous Order,interpretation services,7/1/2018,6/30/2019,90,32000.00,10961.15,"Deaf Hearing Communication Centre, Inc",102,EXEMPT,Non Profit
MPXX19000182,MPXX19000182,CITY COUNCIL,"EConsult Solutions, Inc",Miscellaneous Order,policy consulting,9/6/2018,6/30/2019,90,34000.00,0.00,"EConsult Solutions, Inc",102,EXEMPT,For Profit
MPXX19000117,MPXX19000117,CITY COUNCIL,"ESRI, Inc.",Miscellaneous Order,GIS services,7/1/2018,6/30/2019,90,4540.00,4086.00,"ESRI, Inc.",102,EXEMPT,For Profit
MPXX19000079,MPXX19000079,CITY COUNCIL,Eric Auerbach,Miscellaneous Order,consulting services,7/1/2018,6/30/2019,90,30000.00,22500.00,Eric Auerbach,102,EXEMPT,For Profit
1820407,1820407,CITY COUNCIL,"Granicus, Inc.",Computer and Information Svcs,legislative tracking,5/1/2018,4/30/2019,29,45000.00,0.00,"Granicus, Inc.",1,ADVERTISED,For Profit
1820538,1820538,CITY COUNCIL,"HR&A Advisors, Inc",General Consultant Services,poverty reduction RFP,2/22/2018,2/21/2019,0,75000.00,75000.00,"HR&A Advisors, Inc",1,ADVERTISED,For Profit
1820442,1820442,CITY COUNCIL,"Hill International, Inc.",General Consultant Services,Project Manager,1/2/2018,1/1/2019,0,400000.00,29983.00,"Hill International, Inc.",1,ADVERTISED,For Profit
1820442,182044201,CITY COUNCIL,"Hill International, Inc.",General Consultant Services,Rebuild Project Mgr,1/2/2019,1/1/2020,275,0.00,0.00,"Hill International, Inc.",1,ADVERTISED,For Profit
1820582,182058201,CITY COUNCIL,"J.F. Ryan Associates, Inc.",Accounting and Auditing Svcs,OPA Audit,6/14/2018,6/13/2019,73,167500.00,166000.00,"J.F. Ryan Associates, Inc.",1,ADVERTISED,For Profit
MPXX19000116,MPXX19000116,CITY COUNCIL,Keel Communications & Government Relations LLC,Miscellaneous Order,communication services,7/1/2018,6/30/2019,90,30000.00,22500.00,Keel Communications & Government Relations LLC,102,EXEMPT,For Profit
MPXX19000275,MPXX19000275,CITY COUNCIL,"Kennedy Printing Company, Inc",Miscellaneous Order,newsletter distribution,12/17/2018,6/30/2019,90,20000.00,19266.78,"Kennedy Printing Company, Inc",102,EXEMPT,For Profit
1820224,182022401,CITY COUNCIL,Kimmel Group Inc.,General Consultant Services,Desktop support,7/1/2018,6/30/2019,90,206000.00,135433.75,Kimmel Group Inc.,1,ADVERTISED,For Profit
MPXX19000288,MPXX19000288,CITY COUNCIL,"Krain Enterprises, Inc.",Miscellaneous Order,outdoor advertising,10/1/2018,6/30/2019,90,5000.00,930.00,"Krain Enterprises, Inc.",102,EXEMPT,For Profit
MPXX19000183,MPXX19000183,CITY COUNCIL,"Reinvestment Fund, Inc.",Miscellaneous Order,policy consulting,9/6/2018,6/30/2019,90,34000.00,0.00,"Reinvestment Fund, Inc.",102,EXEMPT,Non Profit
1820093,182009301,CITY COUNCIL,"WURD Radio, LLC fka LEVAS Communications, LLC",General Consultant Services,live radio broadcasts,8/1/2018,7/31/2019,121,70000.00,35000.00,"WURD Radio, LLC fka LEVAS Communications, LLC",1,ADVERTISED,For Profit
1820461,182046101,CITY REPRESENTATIVE,Greater Philadelphia Film Office Inc.,General Consultant Services,Promote city film industr,7/1/2018,6/30/2019,90,130944.00,130944.00,Greater Philadelphia Film Office Inc.,8,EXEMPT,Non Profit
1820460,182046001,CITY REPRESENTATIVE,Historic Philadelphia Inc.,General Consultant Services,Promote historic Phila,7/1/2018,6/30/2019,90,162752.00,162752.00,Historic Philadelphia Inc.,8,EXEMPT,Non Profit
MPXX19000215,MPXX19000215,CITY TREASURER,AMTEC,Miscellaneous Order,Verification Agent,7/1/2018,6/30/2019,90,1.00,0.00,AMTEC,102,EXEMPT,For Profit
1720649,172064902,CITY TREASURER,ANDRE C DASENT P C,Legal Services,Bond Counsel - Water/PGW,1/1/2019,12/31/2019,274,0.00,0.00,ANDRE C DASENT P C,1,ADVERTISED,For Profit
1920400,1920400,CITY TREASURER,ANDRE C DASENT P C,Legal Services,Bond Counsel - Airport,1/1/2019,12/31/2019,274,20000.00,0.00,ANDRE C DASENT P C,1,ADVERTISED,For Profit
1620362,162036203,CITY TREASURER,"Acacia Financial Group, Inc.",General Consultant Services,Water FA,1/1/2019,12/31/2019,274,100000.00,0.00,"Acacia Financial Group, Inc.",1,ADVERTISED,For Profit
1720201,172020102,CITY TREASURER,"Acacia Financial Group, Inc.",General Consultant Services,GO FA,8/1/2018,7/31/2019,121,0.00,0.00,"Acacia Financial Group, Inc.",1,ADVERTISED,For Profit
1620441,162044102,CITY TREASURER,Ahmad Zaffarese LLC,Legal Services,Legal Services - TRAN,6/1/2018,5/31/2019,60,0.00,0.00,Ahmad Zaffarese LLC,1,ADVERTISED,For Profit
1720658,172065804,CITY TREASURER,Ahmad Zaffarese LLC,Legal Services,BC Water and DC PGW,1/1/2019,12/31/2019,274,100000.00,85000.00,Ahmad Zaffarese LLC,1,ADVERTISED,For Profit
1920423,1920423,CITY TREASURER,Ahmad Zaffarese LLC,Legal Services,Bond Counsel - GO,1/1/2019,12/31/2019,274,0.00,0.00,Ahmad Zaffarese LLC,1,ADVERTISED,For Profit
1920424,1920424,CITY TREASURER,"Ann C. Lebowitz, Esq. d/b/a Law Office of Ann C. Lebowitz",Legal Services,Disclosure Counsel - GO,1/1/2019,12/31/2019,274,0.00,0.00,"Ann C. Lebowitz, Esq. d/b/a Law Office of Ann C. Lebowitz",1,ADVERTISED,For Profit
1720643,172064302,CITY TREASURER,Ballard Spahr LLP,Legal Services,Bond Counsel Water,1/1/2019,12/31/2019,274,200000.00,0.00,Ballard Spahr LLP,1,ADVERTISED,For Profit
1920427,1920427,CITY TREASURER,Ballard Spahr LLP,Legal Services,Bond Counsel - GO,1/1/2019,12/31/2019,274,0.00,0.00,Ballard Spahr LLP,1,ADVERTISED,For Profit
1820003,182000301,CITY TREASURER,Citizens Bank of Pennsylvania,General Consultant Services,Payroll Banking Services,7/1/2018,6/30/2019,90,0.00,0.00,Citizens Bank of Pennsylvania,1,ADVERTISED,For Profit
1820267,182026701,CITY TREASURER,Citizens Bank of Pennsylvania,General Consultant Services,Pension Banking Services,9/1/2018,8/31/2019,152,0.00,0.00,Citizens Bank of Pennsylvania,1,ADVERTISED,For Profit
1720683,172068302,CITY TREASURER,Cozen O'Connor,Legal Services,DC - Water & PGW,1/1/2019,12/31/2019,274,0.00,0.00,Cozen O'Connor,1,ADVERTISED,For Profit
1920404,1920404,CITY TREASURER,Digital Assurance Certification,General Consultant Services,Dissemination Agent,1/1/2019,12/31/2019,274,16000.00,7562.50,Digital Assurance Certification,1,ADVERTISED,For Profit
1620440,162044003,CITY TREASURER,Dilworth Paxson LLP,Legal Services,Legal Services,6/1/2018,5/31/2019,60,30000.00,0.00,Dilworth Paxson LLP,1,ADVERTISED,For Profit
MPXX19000168,MPXX19000168,CITY TREASURER,Doris Smallwood,Miscellaneous Order,Accounting Services,8/27/2018,6/30/2019,90,34000.00,12370.00,Doris Smallwood,102,EXEMPT,For Profit
1420440,142044005,CITY TREASURER,"ECOUNT, INC",General Consultant Services,Paycard Services,6/1/2018,5/31/2019,60,0.00,0.00,Citibank N.A.,1,ADVERTISED,For Profit
1920333,1920333,CITY TREASURER,"EConsult Solutions, Inc",General Consultant Services,Lending Study Consultant,12/15/2018,12/14/2019,257,50269.00,25134.50,"EConsult Solutions, Inc",1,ADVERTISED,For Profit
1720650,172065002,CITY TREASURER,"Eckert Seamans Cherin & Mellott, LLC",Legal Services,PGW Bond Counsel,1/1/2019,12/31/2019,274,0.00,0.00,"Eckert Seamans Cherin & Mellott, LLC",1,ADVERTISED,For Profit
1920426,1920426,CITY TREASURER,"Eckert Seamans Cherin & Mellott, LLC",Legal Services,Disclosure Counsel - GO,1/1/2019,12/31/2019,274,0.00,0.00,"Eckert Seamans Cherin & Mellott, LLC",1,ADVERTISED,For Profit
MPXX19000169,MPXX19000169,CITY TREASURER,"FRANCIS L. GIZAZA, CPA",Miscellaneous Order,Accounting Services,8/27/2018,6/30/2019,90,34000.00,31350.00,"FRANCIS L. GIZAZA, CPA",102,EXEMPT,For Profit
1920294,1920294,CITY TREASURER,"Frasca & Associates, LLC",General Consultant Services,Airport FA,9/15/2018,9/14/2019,166,50000.00,0.00,"Frasca & Associates, LLC",1,ADVERTISED,For Profit
1920258,1920258,CITY TREASURER,"Garcia Hamilton & Associates, L.P.",Investment Advisor-Manager,Investment Manager,10/1/2018,9/30/2019,182,0.00,0.00,"Garcia Hamilton & Associates, L.P.",1,ADVERTISED,For Profit
1720655,172065502,CITY TREASURER,"Greenberg Traurig, LLP",Legal Services,Disclosure Counsel Water,1/1/2019,12/31/2019,274,100000.00,0.00,"Greenberg Traurig, LLP",1,ADVERTISED,For Profit
1920401,1920401,CITY TREASURER,"Greenberg Traurig, LLP",Legal Services,DC - Airport,1/1/2019,12/31/2019,274,60000.00,0.00,"Greenberg Traurig, LLP",1,ADVERTISED,For Profit
1920412,1920412,CITY TREASURER,"Hardwick Law Firm, LLC",Legal Services,BC/DC - GO & Airport,1/1/2019,12/31/2019,274,20000.00,0.00,"Hardwick Law Firm, LLC",1,ADVERTISED,Non Profit
1620520,162052002,CITY TREASURER,Hawkins Delafield & Wood LLP,General Consultant Services,Arbitrage Services,6/15/2018,6/14/2019,74,77000.00,59274.85,Hawkins Delafield & Wood LLP,1,ADVERTISED,For Profit
1920422,1920422,CITY TREASURER,Hawkins Delafield & Wood LLP,Legal Services,Disclosure Counsel - GO,1/1/2019,12/31/2019,274,0.00,0.00,Hawkins Delafield & Wood LLP,1,ADVERTISED,For Profit
1820491,1820491,CITY TREASURER,"Horsey, Buckner & Heffler, LLP",Accounting and Auditing Svcs,Accounting Services,4/15/2018,4/14/2019,13,500000.00,424407.50,"Horsey, Buckner & Heffler, LLP",1,ADVERTISED,For Profit
MPXX19000170,MPXX19000170,CITY TREASURER,Kauffman Accounting Services,Miscellaneous Order,Accounting Services,8/27/2018,6/30/2019,90,34000.00,0.00,Kauffman Accounting Services,102,EXEMPT,For Profit
1920402,1920402,CITY TREASURER,Kutak Rock LLP,Legal Services,Bond Counsel - Airport,1/1/2019,12/31/2019,274,20000.00,0.00,Kutak Rock LLP,1,ADVERTISED,For Profit
MPXX19000186,MPXX19000186,CITY TREASURER,"McElwes and Quinn, LLC",Miscellaneous Order,Bond Printing Services,9/1/2018,6/30/2019,90,1.00,0.00,"McElwes and Quinn, LLC",102,EXEMPT,For Profit
1920253,1920253,CITY TREASURER,"PFM Asset Management, LLC",Investment Advisor-Manager,Investment Manager,10/1/2018,9/30/2019,182,0.00,0.00,"PFM Asset Management, LLC",1,ADVERTISED,For Profit
1620364,162036404,CITY TREASURER,PFM Financial Advisors LLC,General Consultant Services,Water FA,1/1/2019,12/31/2019,274,150000.00,0.00,Public Financial Management Inc,1,ADVERTISED,For Profit
1720216,172021603,CITY TREASURER,PFM Financial Advisors LLC,General Consultant Services,GO FA,8/1/2018,7/31/2019,121,0.00,0.00,Public Financial Management Inc,1,ADVERTISED,For Profit
1920227,1920227,CITY TREASURER,PFM Financial Advisors LLC,General Consultant Services,PGW FA,9/15/2018,9/14/2019,166,0.00,0.00,PFM Financial Advisors LLC,1,ADVERTISED,For Profit
1920257,1920257,CITY TREASURER,Payden & Rygel,Investment Advisor-Manager,Investment Manager,10/1/2018,9/30/2019,182,0.00,0.00,Payden & Rygel,1,ADVERTISED,For Profit
1720215,172021502,CITY TREASURER,"Phoenix Capital Partners, LLP",General Consultant Services,GO FA,8/1/2018,7/31/2019,121,0.00,0.00,"Phoenix Capital Partners, LLP",1,ADVERTISED,For Profit
1920226,1920226,CITY TREASURER,"Phoenix Capital Partners, LLP",General Consultant Services,Airport & PGW FA,9/15/2018,9/14/2019,166,50000.00,0.00,"Phoenix Capital Partners, LLP",1,ADVERTISED,For Profit
1920261,1920261,CITY TREASURER,"Piedmont Investment Advisors, LLC",Investment Advisor-Manager,Investment Manager,10/1/2018,9/30/2019,182,0.00,0.00,"Piedmont Investment Advisors, LLC",1,ADVERTISED,For Profit
1520257,152025703,CITY TREASURER,"Ramirez Asset Management, Inc.",Investment Advisor-Manager,Investment Manager,6/29/2018,6/28/2019,88,0.00,0.00,"Ramirez Asset Management, Inc.",1,ADVERTISED,For Profit
1920293,1920293,CITY TREASURER,"Ramirez Asset Management, Inc.",Investment Advisor-Manager,Investment Manager,10/1/2018,9/30/2019,182,0.00,0.00,"Ramirez Asset Management, Inc.",1,ADVERTISED,For Profit
1820372,182037201,CITY TREASURER,"SS&C Technologies, Inc.",Computer and Information Svcs,Debt Mgmt Software Srvc,1/1/2019,12/31/2019,274,45000.00,22500.00,"SS&C Technologies, Inc.",1,ADVERTISED,For Profit
1720651,172065102,CITY TREASURER,Saul Ewing LLP,Legal Services,DC PGW (backup),1/1/2019,12/31/2019,274,0.00,0.00,Saul Ewing LLP,1,ADVERTISED,For Profit
1920399,1920399,CITY TREASURER,Saul Ewing LLP,Legal Services,Bond Counsel - Airport,1/1/2019,12/31/2019,274,100000.00,0.00,Saul Ewing LLP,1,ADVERTISED,For Profit
1920268,1920268,CITY TREASURER,Smith Graham,Investment Advisor-Manager,Investment Manager,10/1/2018,9/30/2019,182,0.00,0.00,Smith Graham,1,ADVERTISED,For Profit
1920256,1920256,CITY TREASURER,Standish Mellon Asset Management Company LLC,Investment Advisor-Manager,Investment Manager,10/1/2018,9/30/2019,182,0.00,0.00,Standish Mellon Asset Management Company LLC,1,ADVERTISED,For Profit
1920269,1920269,CITY TREASURER,Sterling Capital Mangement LLC,Investment Advisor-Manager,Investment Manager,10/1/2018,9/30/2019,182,0.00,0.00,Sterling Capital Mangement LLC,1,ADVERTISED,For Profit
1920267,1920267,CITY TREASURER,"StoneRidge PMG Advisors, LLC",Investment Advisor-Manager,Investment Manager,10/1/2018,9/30/2019,182,0.00,0.00,"StoneRidge PMG Advisors, LLC",1,ADVERTISED,For Profit
1720624,172062402,CITY TREASURER,"Swap Financial Group, LLC",General Consultant Services,Swap Advisory Services,1/1/2019,12/31/2019,274,48000.00,0.00,"Swap Financial Group, LLC",1,ADVERTISED,For Profit
1920255,1920255,CITY TREASURER,The Swarthmore Group,Investment Advisor-Manager,Investment Manager,10/1/2018,9/30/2019,182,0.00,0.00,The Swarthmore Group,1,ADVERTISED,For Profit
1720656,172065603,CITY TREASURER,"Turner Law, P.C.",Legal Services,BC PGW and DC Water,1/1/2019,12/31/2019,274,10000.00,0.00,"Turner Law, P.C.",1,ADVERTISED,For Profit
1920425,1920425,CITY TREASURER,"Turner Law, P.C.",Legal Services,Disclosure Counsel - GO,1/1/2019,12/31/2019,274,0.00,0.00,"Turner Law, P.C.",1,ADVERTISED,For Profit
1420533,142053304,CITY TREASURER,US Bank National Association,General Consultant Services,Custody - Commer Bank Svc,6/30/2018,6/29/2019,89,0.00,0.00,US Bank National Association,1,ADVERTISED,For Profit
1920254,1920254,CITY TREASURER,"Wells Capital Management, Inc",Investment Advisor-Manager,Investment Manager,10/1/2018,9/30/2019,182,0.00,0.00,"Wells Capital Management, Inc",1,ADVERTISED,For Profit
1920295,192029501,COMMERCE,ADK Consulting Inc. dba ADK Executive Search,General Consultant Services,AMEND ONE - ADD SUB,10/1/2018,9/30/2019,182,175000.00,58152.00,ADK Consulting Inc. dba ADK Executive Search,1,ADVERTISED,For Profit
1620015,162001505,COMMERCE,"AECOM Technical Services, Inc.",Architect and Engineer Svcs,RENEWAL THREE,7/1/2018,6/30/2019,90,1200000.00,576877.14,"AECOM Technical Services, Inc.",1,ADVERTISED,For Profit
1720006,172000604,COMMERCE,"AECOM Technical Services, Inc.",Architect and Engineer Svcs,RENEWAL TWO,7/1/2018,6/30/2019,90,3500000.00,1802059.25,"AECOM Technical Services, Inc.",1,ADVERTISED,For Profit
1820177,182017702,COMMERCE,"AECOM Technical Services, Inc.",Architect and Engineer Svcs,RENEWAL ONE-TIME ONLY,10/1/2018,9/30/2019,182,0.00,14335.02,"AECOM Technical Services, Inc.",1,ADVERTISED,For Profit
MPXX19000220,MPXX19000220,COMMERCE,"ARCHITECTURAL LIGHTING DESIGN, LLC a/k/a ALD, LLC",Miscellaneous Order,ONCALL LIGHTING CONSULT,10/1/2018,6/30/2019,90,34000.00,0.00,"ARCHITECTURAL LIGHTING DESIGN, LLC a/k/a ALD, LLC",102,EXEMPT,For Profit
MPXX19000029,MPXX19000029,COMMERCE,ARW Events,Miscellaneous Order,ENTERTAINMENT SERVICES,7/1/2018,6/30/2019,90,32000.00,14600.00,ARW Events,102,EXEMPT,For Profit
1720418,172041802,COMMERCE,"AVK Consulting, Inc.",General Consultant Services,RENEWAL TWO,12/1/2018,11/30/2019,243,100000.00,0.00,"AVK Consulting, Inc.",1,ADVERTISED,For Profit
1920081,192008102,COMMERCE,"AVK Consulting, Inc.",General Consultant Services,AMEND TWO-ADD SUB,7/1/2018,6/30/2019,90,1500000.00,887777.63,"AVK Consulting, Inc.",1,ADVERTISED,For Profit
1720121,172012102,COMMERCE,African Cultural Alliance of North America,Housing and Economic Dev,TCMP,7/1/2018,6/30/2019,90,175000.00,33414.01,African Cultural Alliance of North America,1,ADVERTISED,Non Profit
1920204,1920204,COMMERCE,"Airport Design Consultants, Inc.",Architect and Engineer Svcs,MULTI-PROJECT CIVIL ENGIN,7/1/2018,6/30/2019,90,750000.00,14197.17,"Airport Design Consultants, Inc.",1,ADVERTISED,For Profit
MPXX19000051,MPXX19000051,COMMERCE,"All Fitness Events, LLC",Miscellaneous Order,5K-RUNWAY RUN-WALK,7/1/2018,6/30/2019,90,12334.90,12334.90,"All Fitness Events, LLC",102,EXEMPT,For Profit
1720114,172011402,COMMERCE,Allegheny West Foundation,Housing and Economic Dev,TCMP,7/1/2018,6/30/2019,90,111000.00,67218.57,Allegheny West Foundation,1,ADVERTISED,Non Profit
1820274,182027401,COMMERCE,Altitude Strategies LLC,General Consultant Services,RENEWAL ONE,9/1/2018,8/31/2019,152,70000.00,32230.00,Altitude Strategies LLC,1,ADVERTISED,For Profit
1920217,1920217,COMMERCE,"Arora Engineers, Inc",Architect and Engineer Svcs,MULTI PROJECT ELECTRICAL,8/1/2018,7/31/2019,121,750000.00,0.00,"Arora Engineers, Inc",1,ADVERTISED,For Profit
1720319,172031904,COMMERCE,"Atkins North America, Inc.",Architect and Engineer Svcs,AMEND TWO-ADD SUBS,10/1/2018,9/30/2019,182,300000.00,76391.52,"Atkins North America, Inc.",1,ADVERTISED,For Profit
1720777,172077703,COMMERCE,"Atkins North America, Inc.",Architect and Engineer Svcs,AMEND TWO,6/1/2018,5/31/2019,60,4950000.00,1968079.67,"Atkins North America, Inc.",1,ADVERTISED,For Profit
MPXX19000036,MPXX19000036,COMMERCE,"Be Films, LLC d/b/a Five Story Media",Miscellaneous Order,VIDEO PRODUCTION / PHOTO,7/1/2018,6/30/2019,90,32000.00,8700.00,"Be Films, LLC d/b/a Five Story Media",102,EXEMPT,For Profit
1720588,172058802,COMMERCE,"Borski Associates, LLC",General Consultant Services,RENEWAL TWO,12/1/2018,11/30/2019,243,120000.00,0.00,"Borski Associates, LLC",1,ADVERTISED,For Profit
1720541,172054102,COMMERCE,"Burns Engineering, Inc.",Architect and Engineer Svcs,RENEWAL TWO,1/1/2019,12/31/2019,274,1500000.00,250000.00,"Burns Engineering, Inc.",1,ADVERTISED,For Profit
1920219,1920219,COMMERCE,"Burns Engineering, Inc.",Architect and Engineer Svcs,MULTI PROJECT ELECTRICAL,8/1/2018,7/31/2019,121,750000.00,0.00,"Burns Engineering, Inc.",1,ADVERTISED,For Profit
1620016,162001608,COMMERCE,"C&S Engineers, Inc.",Architect and Engineer Svcs,RENEWAL THREE,7/1/2018,6/30/2019,90,750000.00,517463.93,"C&S Engineers, Inc.",1,ADVERTISED,For Profit
1920229,1920229,COMMERCE,"C&S Engineers, Inc.",General Consultant Services,SUSTAINABILITY,11/1/2018,10/31/2019,213,100000.00,5519.69,"C&S Engineers, Inc.",1,ADVERTISED,For Profit
1920144,1920144,COMMERCE,"CBIZ MHM, LLC",Accounting and Auditing Svcs,ON CALL ACCOUNTING/AUDIT,7/1/2018,6/30/2019,90,80000.00,58030.69,"CBIZ MHM, LLC",1,ADVERTISED,For Profit
1620156,162015605,COMMERCE,"CDA& I Architecture and Interiors, LTD",Architect and Engineer Svcs,RENEWAL THREE,12/1/2018,11/30/2019,243,1007695.00,443863.38,"CDA& I Architecture and Interiors, LTD",1,ADVERTISED,For Profit
1720014,172001407,COMMERCE,"Campbell-Hill Aviation Group, LLC",General Consultant Services,AMEND FIVE-ADD CLASS,7/1/2018,6/30/2019,90,600000.00,224061.81,"Campbell-Hill Aviation Group, LLC",1,ADVERTISED,For Profit
MPXX19000207,MPXX19000207,COMMERCE,Community Design Collaborative,Miscellaneous Order,StoreFront Imp Asst,7/1/2018,6/30/2019,90,30000.00,2825.00,Community Design Collaborative,102,EXEMPT,Non Profit
1820277,182027701,COMMERCE,"Community Marketing Concepts, Inc.",General Consultant Services,RENEWAL ONE-TIME ONLY,9/1/2018,8/31/2019,152,0.00,1500.00,"Community Marketing Concepts, Inc.",1,ADVERTISED,For Profit
1620259,162025904,COMMERCE,Converse Winkler Architecture,Architect and Engineer Svcs,RENEWAL THREE,1/1/2019,12/31/2019,274,600000.00,0.00,Converse Winkler Architecture,1,ADVERTISED,For Profit
MPXX19000028,MPXX19000028,COMMERCE,"Creative Planning International, Inc d/b/a The Lett Group",Miscellaneous Order,INTERNATIONAL BUS. ETIQUE,7/1/2018,6/30/2019,90,32000.00,5334.00,"Creative Planning International, Inc d/b/a The Lett Group",102,EXEMPT,For Profit
1820112,182011201,COMMERCE,"Cushman & Wakefield of Pa., LLC d/b/a Cushman & Wakefield, I",General Consultant Services,RENEWAL TWO,7/1/2018,6/30/2019,90,40000.00,12700.00,"Cushman & Wakefield of Pa., LLC d/b/a Cushman & Wakefield, I",1,ADVERTISED,For Profit
1820486,182048601,COMMERCE,Delaware River Waterfront Corporation,General Consultant Services,Penns landing Imp,7/1/2018,6/30/2019,90,0.00,5640000.00,Delaware River Waterfront Corporation,8,EXEMPT,Non Profit
1920442,1920442,COMMERCE,Delaware River Waterfront Corporation,General Consultant Services,Penns Landing,7/1/2018,6/30/2019,90,7000000.00,7000000.00,Delaware River Waterfront Corporation,8,EXEMPT,Non Profit
MPXX19000267,MPXX19000267,COMMERCE,"Delta Risk, LLC",Miscellaneous Order,CYBER-THREAT HUNTING,11/1/2018,6/30/2019,90,30000.00,20250.00,"Delta Risk, LLC",102,EXEMPT,For Profit
MPXX19000146,MPXX19000146,COMMERCE,Drexel University,Miscellaneous Order,ADA TRAINING,8/1/2018,6/30/2019,90,0.00,0.00,Drexel University,102,EXEMPT,Non Profit
1820111,182011101,COMMERCE,"E. H. Lynn & Associates, LLC",General Consultant Services,RENEWAL ONE-TIME ONLY,7/1/2018,6/30/2019,90,0.00,11200.00,"E. H. Lynn & Associates, LLC",1,ADVERTISED,For Profit
1620392,162039203,COMMERCE,"EConsult Solutions, Inc",General Consultant Services,Disparity Study,12/15/2018,12/14/2019,257,100000.00,0.00,"EConsult Solutions, Inc",1,ADVERTISED,For Profit
1920413,1920413,COMMERCE,"EConsult Solutions, Inc",General Consultant Services,ECONOMIC IMPACT ANALYSIS,1/1/2019,12/31/2019,274,70000.00,8162.50,"EConsult Solutions, Inc",1,ADVERTISED,For Profit
1620134,162013405,COMMERCE,"ELECTRONIC DATA, INC.",Computer and Information Svcs,RENEWAL ONE,7/1/2018,6/30/2019,90,0.00,558670.00,"ELECTRONIC DATA, INC.",1,ADVERTISED,For Profit
MPXX19000192,MPXX19000192,COMMERCE,Economy League of Greater Philadelphia,Miscellaneous Order,LOCAL MARKET RESEARCH,8/1/2018,6/30/2019,90,32000.00,10000.00,Economy League of Greater Philadelphia,102,EXEMPT,Non Profit
1820327,182032702,COMMERCE,Elliott Lewis Corp.,Computer and Information Svcs,RENEWAL ONE,10/1/2018,9/30/2019,182,6833942.00,0.00,Elliott Lewis Corp.,1,ADVERTISED,For Profit
MPXX19000012,MPXX19000012,COMMERCE,"Ellison Group, The",Miscellaneous Order,S.T.A.R.S.&L.E.A.D.S.,7/1/2018,6/30/2019,90,32000.00,16860.00,"Ellison Group, The",102,EXEMPT,For Profit
MPXX19000032,MPXX19000032,COMMERCE,Eventive Productions,Miscellaneous Order,ENTERTAINMENT SERVICES,7/1/2018,6/30/2019,90,32000.00,13201.00,Eventive Productions,102,EXEMPT,For Profit
1920287,1920287,COMMERCE,FINANTA,Housing and Economic Dev,Business Tech Asst.,7/1/2018,6/30/2019,90,125000.00,56465.12,FINANTA,1,ADVERTISED,Non Profit
